date,start_time,stop_time,colony_number,site,sample_ID,SGD_dil,FileID_csv,light_dark,run_block,blank,chamber_channel,date_coral_collected,date_water_collected,color_code,new_colonynumber,SGD_number,weight_g,volume_mL,SA_cm2,spc,salinity,mV,pH,DO_percent,mg_L,temp_C,pH_night,TrisCalDate,phosphate_umolL,silicate_umolL,NN_umolL,ammonia_umolL,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil1_Light,1,Cabral_Day4_Col7_Dil1_Light_06112023_O2.csv,LIGHT,RUN10,0,1,NA,6/7/23,purple,15,0,20.2984,10,65.53125,55.2,36.5,-76.7,8.09,71.9,4.69,27.436,NA,6/14/23,0.03,4.24,0.54,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil2_Light,2,Cabral_Day4_Col7_Dil2_Light_06112023_O2.csv,LIGHT,RUN10,0,2,NA,6/7/23,purple,15,0.01,21.159,8,70.66146,55.3,36.6,-76.4,8.09,68.6,4.42,27.345,NA,6/14/23,0.03,3.04,1.02,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil3_Light,3,Cabral_Day4_Col7_Dil3_Light_06112023_O2.csv,LIGHT,RUN10,0,3,NA,6/7/23,purple,15,0.03,23.9089,11,75.89583,55.1,36.5,-76.2,8.08,68,4.36,27.68,NA,6/14/23,0.04,5.16,1.78,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil4_Light,4,Cabral_Day4_Col7_Dil4_Light_06112023_O2.csv,LIGHT,RUN10,0,4,NA,6/7/23,purple,15,0.05,26.81,13,92.86458,55.2,36.5,-74.9,8.06,67.1,4.3,27.788,NA,6/14/23,0.03,3.79,0.14,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil5_Light,5,Cabral_Day4_Col7_Dil5_Light_06112023_O2.csv,LIGHT,RUN10,0,5,NA,6/7/23,purple,15,0.1,29.3809,14,115.66667,55.2,36.5,-74.7,8.06,63.1,4.02,27.779,NA,6/14/23,0.03,4.33,0.45,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil6_Light,6,Cabral_Day4_Col7_Dil6_Light_06112023_O2.csv,LIGHT,RUN10,0,6,NA,6/7/23,purple,15,0.5,19.347,10,58.54167,54.9,36.3,-76.8,8.09,65.8,4.16,27.685,NA,6/14/23,0.04,6.59,0.6,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil7_Light,7,Cabral_Day4_Col7_Dil7_Light_06112023_O2.csv,LIGHT,RUN10,0,7,NA,6/7/23,purple,15,1,19.8876,10,72.11458,54.7,36.2,-74,8.05,64.8,4.15,27.602,NA,6/14/23,0.05,9.41,0.46,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil8_Light,8,Cabral_Day4_Col7_Dil8_Light_06112023_O2.csv,LIGHT,RUN10,0,9,NA,6/7/23,purple,15,2,24.2476,14,0,54.4,35.9,-74,8.05,65.7,4.24,27.452,NA,6/14/23,0.06,13.9,0.17,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,08:15:00,09:14:00,7,Cabral,Cabral_Col7_Dil9_Light,9,Cabral_Day4_Col7_Dil9_Light_06112023_O2.csv,LIGHT,RUN10,0,10,NA,6/7/23,purple,15,4,23.3207,12,90.65625,53.3,35.1,-76.1,8.08,64.1,4.15,27.734,NA,6/14/23,0.06,23.61,1.31,18.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil1_Dark,1,Cabral_Day4_Col7_Dil1_Dark_06112023_O2.csv,DARK,RUN10,0,1,NA,6/7/23,purple,15,0,20.2984,10,65.53125,55.2,36.5,-76.7,8.09,71.9,4.69,27.436,NA,6/14/23,0.03,4.24,0.54,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil2_Dark,2,Cabral_Day4_Col7_Dil2_Dark_06112023_O2.csv,DARK,RUN10,0,2,NA,6/7/23,purple,15,0.01,21.159,8,70.66146,55.3,36.6,-76.4,8.09,68.6,4.42,27.345,NA,6/14/23,0.03,3.04,1.02,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil3_Dark,3,Cabral_Day4_Col7_Dil3_Dark_06112023_O2.csv,DARK,RUN10,0,3,NA,6/7/23,purple,15,0.03,23.9089,11,75.89583,55.1,36.5,-76.2,8.08,68,4.36,27.68,NA,6/14/23,0.04,5.16,1.78,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil4_Dark,4,Cabral_Day4_Col7_Dil4_Dark_06112023_O2.csv,DARK,RUN10,0,4,NA,6/7/23,purple,15,0.05,26.81,13,92.86458,55.2,36.5,-74.9,8.06,67.1,4.3,27.788,NA,6/14/23,0.03,3.79,0.14,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil5_Dark,5,Cabral_Day4_Col7_Dil5_Dark_06112023_O2.csv,DARK,RUN10,0,5,NA,6/7/23,purple,15,0.1,29.3809,14,115.66667,55.2,36.5,-74.7,8.06,63.1,4.02,27.779,NA,6/14/23,0.03,4.33,0.45,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil6_Dark,6,Cabral_Day4_Col7_Dil6_Dark_06112023_O2.csv,DARK,RUN10,0,6,NA,6/7/23,purple,15,0.5,19.347,10,58.54167,54.9,36.3,-76.8,8.09,65.8,4.16,27.685,NA,6/14/23,0.04,6.59,0.6,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil7_Dark,7,Cabral_Day4_Col7_Dil7_Dark_06112023_O2.csv,DARK,RUN10,0,7,NA,6/7/23,purple,15,1,19.8876,10,72.11458,54.7,36.2,-74,8.05,64.8,4.15,27.602,NA,6/14/23,0.05,9.41,0.46,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil8_Dark,8,Cabral_Day4_Col7_Dil8_Dark_06112023_O2.csv,DARK,RUN10,0,9,NA,6/7/23,purple,15,2,24.2476,14,0,54.4,35.9,-74,8.05,65.7,4.24,27.452,NA,6/14/23,0.06,13.9,0.17,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,09:55:00,10:29:00,7,Cabral,Cabral_Col7_Dil9_Dark,9,Cabral_Day4_Col7_Dil9_Dark_06112023_O2.csv,DARK,RUN10,0,10,NA,6/7/23,purple,15,4,23.3207,12,90.65625,53.3,35.1,-76.1,8.08,64.1,4.15,27.734,NA,6/14/23,0.06,23.61,1.31,18.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil1_Light,1,Cabral_Day4_Col8_Dil1_Light_06112023_O2.csv,LIGHT,RUN11,0,1,NA,6/7/23,yellow,16,0,26.2037,12,97.17708,55.2,36.5,-76.7,8.09,71.9,4.69,27.436,NA,6/14/23,0.03,4.24,0.54,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil2_Light,2,Cabral_Day4_Col8_Dil2_Light_06112023_O2.csv,LIGHT,RUN11,0,2,NA,6/7/23,yellow,16,0.01,24.9439,13,110.98438,55.3,36.6,-76.4,8.09,68.6,4.42,27.345,NA,6/14/23,0.03,3.04,1.02,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil3_Light,3,Cabral_Day4_Col8_Dil3_Light_06112023_O2.csv,LIGHT,RUN11,0,3,NA,6/7/23,yellow,16,0.03,20.5479,11,94.59375,55.1,36.5,-76.2,8.08,68,4.36,27.68,NA,6/14/23,0.04,5.16,1.78,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil4_Light,4,Cabral_Day4_Col8_Dil4_Light_06112023_O2.csv,LIGHT,RUN11,0,4,NA,6/7/23,yellow,16,0.05,27.6969,14,132.83854,55.2,36.5,-74.9,8.06,67.1,4.3,27.788,NA,6/14/23,0.03,3.79,0.14,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil5_Light,5,Cabral_Day4_Col8_Dil5_Light_06112023_O2.csv,LIGHT,RUN11,0,5,NA,6/7/23,yellow,16,0.1,22.5343,12,98.33333,55.2,36.5,-74.7,8.06,63.1,4.02,27.779,NA,6/14/23,0.03,4.33,0.45,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil6_Light,6,Cabral_Day4_Col8_Dil6_Light_06112023_O2.csv,LIGHT,RUN11,0,6,NA,6/7/23,yellow,16,0.5,16.7954,8,63.46354,54.9,36.3,-76.8,8.09,65.8,4.16,27.685,NA,6/14/23,0.04,6.59,0.6,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil7_Light,7,Cabral_Day4_Col8_Dil7_Light_06112023_O2.csv,LIGHT,RUN11,0,7,NA,6/7/23,yellow,16,1,25.7629,13,92.48438,54.7,36.2,-74,8.05,64.8,4.15,27.602,NA,6/14/23,0.05,9.41,0.46,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil8_Light,8,Cabral_Day4_Col8_Dil8_Light_06112023_O2.csv,LIGHT,RUN11,0,9,NA,6/7/23,yellow,16,2,29.0183,14,135.30208,54.4,35.9,-74,8.05,65.7,4.24,27.452,NA,6/14/23,0.06,13.9,0.17,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,10:58:00,12:03:00,8,Cabral,Cabral_Col8_Dil9_Light,9,Cabral_Day4_Col8_Dil9_Light_06112023_O2.csv,LIGHT,RUN11,0,10,NA,6/7/23,yellow,16,4,16.4498,8,61.42708,53.3,35.1,-76.1,8.08,64.1,4.15,27.734,NA,6/14/23,0.06,23.61,1.31,18.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil1_Dark,1,Cabral_Day4_Col8_Dil1_Dark_06112023_O2.csv,DARK,RUN11,0,1,NA,6/7/23,yellow,16,0,26.2037,12,97.17708,55.2,36.5,-76.7,8.09,71.9,4.69,27.436,NA,6/14/23,0.03,4.24,0.54,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil2_Dark,2,Cabral_Day4_Col8_Dil2_Dark_06112023_O2.csv,DARK,RUN11,0,2,NA,6/7/23,yellow,16,0.01,24.9439,13,110.98438,55.3,36.6,-76.4,8.09,68.6,4.42,27.345,NA,6/14/23,0.03,3.04,1.02,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil3_Dark,3,Cabral_Day4_Col8_Dil3_Dark_06112023_O2.csv,DARK,RUN11,0,3,NA,6/7/23,yellow,16,0.03,20.5479,11,94.59375,55.1,36.5,-76.2,8.08,68,4.36,27.68,NA,6/14/23,0.04,5.16,1.78,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil4_Dark,4,Cabral_Day4_Col8_Dil4_Dark_06112023_O2.csv,DARK,RUN11,0,4,NA,6/7/23,yellow,16,0.05,27.6969,14,132.83854,55.2,36.5,-74.9,8.06,67.1,4.3,27.788,NA,6/14/23,0.03,3.79,0.14,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil5_Dark,5,Cabral_Day4_Col8_Dil5_Dark_06112023_O2.csv,DARK,RUN11,0,5,NA,6/7/23,yellow,16,0.1,22.5343,12,98.33333,55.2,36.5,-74.7,8.06,63.1,4.02,27.779,NA,6/14/23,0.03,4.33,0.45,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil6_Dark,6,Cabral_Day4_Col8_Dil6_Dark_06112023_O2.csv,DARK,RUN11,0,6,NA,6/7/23,yellow,16,0.5,16.7954,8,63.46354,54.9,36.3,-76.8,8.09,65.8,4.16,27.685,NA,6/14/23,0.04,6.59,0.6,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil7_Dark,7,Cabral_Day4_Col8_Dil7_Dark_06112023_O2.csv,DARK,RUN11,0,7,NA,6/7/23,yellow,16,1,25.7629,13,92.48438,54.7,36.2,-74,8.05,64.8,4.15,27.602,NA,6/14/23,0.05,9.41,0.46,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil8_Dark,8,Cabral_Day4_Col8_Dil8_Dark_06112023_O2.csv,DARK,RUN11,0,9,NA,6/7/23,yellow,16,2,29.0183,14,135.30208,54.4,35.9,-74,8.05,65.7,4.24,27.452,NA,6/14/23,0.06,13.9,0.17,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,12:41:00,13:14:00,8,Cabral,Cabral_Col8_Dil9_Dark,9,Cabral_Day4_Col8_Dil9_Dark_06112023_O2.csv,DARK,RUN11,0,10,NA,6/7/23,yellow,16,4,16.4498,8,61.42708,53.3,35.1,-76.1,8.08,64.1,4.15,27.734,NA,6/14/23,0.06,23.61,1.31,18.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:36:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil1_Light,1,Cabral_Day4_Blank_Dil1_Light_06112023_O2.csv,LIGHT,RUN12,1,1,NA,6/7/23,N/A,BLANK,0,N/A,0,0,55.2,36.5,-76.7,8.09,71.9,4.69,27.436,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil2_Light,2,Cabral_Day4_Blank_Dil2_Light_06112023_O2.csv,LIGHT,RUN12,1,2,NA,6/7/23,N/A,BLANK,0.01,N/A,0,0,55.3,36.6,-76.4,8.09,68.6,4.42,27.345,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil3_Light,3,Cabral_Day4_Blank_Dil3_Light_06112023_O2.csv,LIGHT,RUN12,1,3,NA,6/7/23,N/A,BLANK,0.03,N/A,0,0,55.1,36.5,-76.2,8.08,68,4.36,27.68,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil4_Light,4,Cabral_Day4_Blank_Dil4_Light_06112023_O2.csv,LIGHT,RUN12,1,4,NA,6/7/23,N/A,BLANK,0.05,N/A,0,0,55.2,36.5,-74.9,8.06,67.1,4.3,27.788,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil5_Light,5,Cabral_Day4_Blank_Dil5_Light_06112023_O2.csv,LIGHT,RUN12,1,5,NA,6/7/23,N/A,BLANK,0.1,N/A,0,0,55.2,36.5,-74.7,8.06,63.1,4.02,27.779,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil6_Light,6,Cabral_Day4_Blank_Dil6_Light_06112023_O2.csv,LIGHT,RUN12,1,6,NA,6/7/23,N/A,BLANK,0.5,N/A,0,0,54.9,36.3,-76.8,8.09,65.8,4.16,27.685,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil7_Light,7,Cabral_Day4_Blank_Dil7_Light_06112023_O2.csv,LIGHT,RUN12,1,7,NA,6/7/23,N/A,BLANK,1,N/A,0,0,54.7,36.2,-74,8.05,64.8,4.15,27.602,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil8_Light,8,Cabral_Day4_Blank_Dil8_Light_06112023_O2.csv,LIGHT,RUN12,1,9,NA,6/7/23,N/A,BLANK,2,N/A,0,0,54.4,35.9,-74,8.05,65.7,4.24,27.452,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,13:37:00,14:35:00,BLANK,Cabral,Cabral_BlankD4_Dil9_Light,9,Cabral_Day4_Blank_Dil9_Light_06112023_O2.csv,LIGHT,RUN12,1,10,NA,6/7/23,N/A,BLANK,4,N/A,0,0,53.3,35.1,-76.1,8.08,64.1,4.15,27.734,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil1_Dark,1,Cabral_Day4_Blank_Dil1_Dark_06112023_O2.csv,DARK,RUN12,1,1,NA,6/7/23,N/A,BLANK,0,N/A,0,0,55.2,36.5,-76.7,8.09,71.9,4.69,27.436,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil2_Dark,2,Cabral_Day4_Blank_Dil2_Dark_06112023_O2.csv,DARK,RUN12,1,2,NA,6/7/23,N/A,BLANK,0.01,N/A,0,0,55.3,36.6,-76.4,8.09,68.6,4.42,27.345,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil3_Dark,3,Cabral_Day4_Blank_Dil3_Dark_06112023_O2.csv,DARK,RUN12,1,3,NA,6/7/23,N/A,BLANK,0.03,N/A,0,0,55.1,36.5,-76.2,8.08,68,4.36,27.68,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil4_Dark,4,Cabral_Day4_Blank_Dil4_Dark_06112023_O2.csv,DARK,RUN12,1,4,NA,6/7/23,N/A,BLANK,0.05,N/A,0,0,55.2,36.5,-74.9,8.06,67.1,4.3,27.788,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil5_Dark,5,Cabral_Day4_Blank_Dil5_Dark_06112023_O2.csv,DARK,RUN12,1,5,NA,6/7/23,N/A,BLANK,0.1,N/A,0,0,55.2,36.5,-74.7,8.06,63.1,4.02,27.779,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil6_Dark,6,Cabral_Day4_Blank_Dil6_Dark_06112023_O2.csv,DARK,RUN12,1,6,NA,6/7/23,N/A,BLANK,0.5,N/A,0,0,54.9,36.3,-76.8,8.09,65.8,4.16,27.685,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil7_Dark,7,Cabral_Day4_Blank_Dil7_Dark_06112023_O2.csv,DARK,RUN12,1,7,NA,6/7/23,N/A,BLANK,1,N/A,0,0,54.7,36.2,-74,8.05,64.8,4.15,27.602,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil8_Dark,8,Cabral_Day4_Blank_Dil8_Dark_06112023_O2.csv,DARK,RUN12,1,9,NA,6/7/23,N/A,BLANK,2,N/A,0,0,54.4,35.9,-74,8.05,65.7,4.24,27.452,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/23,15:13:00,15:45:00,BLANK,Cabral,Cabral_BlankD4_Dil9_Dark,9,Cabral_Day4_Blank_Dil9_Dark_06112023_O2.csv,DARK,RUN12,1,10,NA,6/7/23,N/A,BLANK,4,N/A,0,0,53.3,35.1,-76.1,8.08,64.1,4.15,27.734,NA,6/14/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,07:52:00,08:49:00,9,Cabral,Cabral_Col9_Dil1_Light,1,Cabral_Day5_Col9_Dil1_Light_06122023_O2.csv,LIGHT,RUN13,0,1,NA,6/7/23,blue,17,0,28.822,10,96.14063,54.9,36.3,-75.2,8.06,73.7,4.65,28.172,NA,6/14/23,0.03,2.58,0.23,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,07:52:00,08:49:00,9,Cabral,Cabral_Col9_Dil2_Light,2,Cabral_Day5_Col9_Dil2_Light_06122023_O2.csv,LIGHT,RUN13,0,2,NA,6/7/23,blue,17,0.01,18.9872,16,59.51042,55.3,36.6,-75.9,8.08,70.5,4.51,27.982,NA,6/14/23,0.03,2.98,0.07,<0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,07:52:00,08:49:00,9,Cabral,Cabral_Col9_Dil3_Light,3,Cabral_Day5_Col9_Dil3_Light_06122023_O2.csv,LIGHT,RUN13,0,3,NA,6/7/23,blue,17,0.03,24.4498,10,108.20833,55.1,36.4,-74.6,8.05,66.1,4.2,28.395,NA,6/14/23,0.07,3.15,0.8,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,07:52:00,08:49:00,9,Cabral,Cabral_Col9_Dil4_Light,4,Cabral_Day5_Col9_Dil4_Light_06122023_O2.csv,LIGHT,RUN13,0,4,NA,6/7/23,blue,17,0.05,15.0271,2,52.65104,55.3,36.6,-76.8,8.09,67.1,4.28,28.219,NA,6/14/23,0.04,4.14,0.86,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,07:52:00,08:49:00,9,Cabral,Cabral_Col9_Dil5_Light,5,Cabral_Day5_Col9_Dil5_Light_06122023_O2.csv,LIGHT,RUN13,0,5,NA,6/7/23,blue,17,0.1,27.0149,10,102.99479,55.1,36.4,-77.1,8.1,65.2,4.15,28.251,NA,6/14/23,0.04,3.67,0.51,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,07:52:00,08:49:00,9,Cabral,Cabral_Col9_Dil6_Light,6,Cabral_Day5_Col9_Dil6_Light_06122023_O2.csv,LIGHT,RUN13,0,6,NA,6/7/23,blue,17,0.5,29.423,11,115.58854,54.9,36.3,-75.4,8.07,65.2,4.15,28.313,NA,6/14/23,0.04,6.04,0.37,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
